PRFG-NUMMER;TITEL;TERMIN;BEGINN_ZEIT;ENDE_ZEIT;ORT_CODE_01;ORT_VON_01;ORT_BIS_01;ORT_EREIG_01;ORT_CODE_02;ORT_VON_02;ORT_BIS_02;ORT_EREIG_02;ORT_CODE_03;ORT_VON_03;ORT_BIS_03;ORT_EREIG_03;ORT_CODE_04;ORT_VON_04;ORT_BIS_04;ORT_EREIG_04;ORT_CODE_05;ORT_VON_05;ORT_BIS_05;ORT_EREIG_05;ORT_CODE_06;ORT_VON_06;ORT_BIS_06;ORT_EREIG_06;ORT_CODE_07;ORT_VON_07;ORT_BIS_07;ORT_EREIG_07;ORT_CODE_08;ORT_VON_08;ORT_BIS_08;ORT_EREIG_08;ORT_CODE_09;ORT_VON_09;ORT_BIS_09;ORT_EREIG_09;ORT_CODE_10;ORT_VON_10;ORT_BIS_10;ORT_EREIG_10;ORT_CODE_11;ORT_VON_11;ORT_BIS_11;ORT_EREIG_11;ORT_CODE_12;ORT_VON_12;ORT_BIS_12;ORT_EREIG_12;ORT_CODE_13;ORT_VON_13;ORT_BIS_13;ORT_EREIG_13;ORT_CODE_14;ORT_VON_14;ORT_BIS_14;ORT_EREIG_14;ORT_CODE_15;ORT_VON_15;ORT_BIS_15;ORT_EREIG_15;ORT_CODE_16;ORT_VON_16;ORT_BIS_16;ORT_EREIG_16;ORT_CODE_17;ORT_VON_17;ORT_BIS_17;ORT_EREIG_17;ORT_CODE_18;ORT_VON_18;ORT_BIS_18;ORT_EREIG_18;ORT_CODE_19;ORT_VON_19;ORT_BIS_19;ORT_EREIG_19;ORT_CODE_20;ORT_VON_20;ORT_BIS_20;ORT_EREIG_20;ORT_CODE_21;ORT_VON_21;ORT_BIS_21;ORT_EREIG_21;ORT_CODE_22;ORT_VON_22;ORT_BIS_22;ORT_EREIG_22;ORT_CODE_23;ORT_VON_23;ORT_BIS_23;ORT_EREIG_23;ORT_CODE_24;ORT_VON_24;ORT_BIS_24;ORT_EREIG_24;ORT_CODE_25;ORT_VON_25;ORT_BIS_25;ORT_EREIG_25;ORT_CODE_26;ORT_VON_26;ORT_BIS_26;ORT_EREIG_26;ORT_CODE_27;ORT_VON_27;ORT_BIS_27;ORT_EREIG_27;ORT_CODE_28;ORT_VON_28;ORT_BIS_28;ORT_EREIG_28;ORT_CODE_29;ORT_VON_29;ORT_BIS_29;ORT_EREIG_29;ORT_CODE_30;ORT_VON_30;ORT_BIS_30;ORT_EREIG_30
WZ2015;Molekulare Genetik und Regulationsphysiologie der Tiere;in Vorlesungszeit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ1452;Einführung in die Gartenbautechnik 1+2;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ2602;Grundkurs Zoologie (Anatomie, Histologie und Diversität);letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1692;Aeroakustik;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI000091;Corporate Finance;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ0016;Allgemeine Mikrobiologie 1;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLA20267;Kommunikation und Präsentation;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ0815;Kunst des 20. und 21. Jahrhunderts;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0020;Bioverfahrenstechnik;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ME0012;Auslegung, Herst. u. Prüfung med. Implantate;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5249;Rohstofftechnologie;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1903;Bioverfahrenstechnik;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ED0179;Technik, Natur und Gesellschaft;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1995;Experimentelle Schwingungsanalyse;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI000092;Banking and Risk Management;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7643;Netzintegration stationärer elektrischer Energiespeicher;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0089;Oberflächentechnologie;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI000177;Personalmanagement;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW2257;Aufarbeitung von makromolekularen Bioprodukten;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ0179;Analyse und Modellierung dynamischer Systeme;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ1820;Tier- und Wildökologie;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ2498;Biochemische Analytik;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN8004;Informationswirtschaft;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1398;Auslegung und Entwurf von Hubschraubern II;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ2519;Wildbiologie und Wildtiermanagement;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ2009;Biochemische Analytik;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2022;Computer Aided Medical Procedures II;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI1286;Energietechnische Anlagen;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1397;Auslegung und Entwurf von Hubschraubern I;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ME507;Physiologie;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5010;Analytik von Biomolekülen;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW2180;Mensch und Produktion;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ0024;Pflanzenphysiologie;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1827;Mikroskopische Biomechanik;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0463;Adaptive Strukturen;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0798;Grenzschichttheorie;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ3114;Lebensmitteltechnologie;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW2202;Chemische Reaktortechnik;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5054;Getränkeabfüllanlagen;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5022;Qualitätsmanagement und Produktsicherheit;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5290;Einführung in die Bio- und Lebensmitteltechnologie;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1123;Maschinenelemente (für LBB);letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2087;Software Engineering für betriebliche Anwendungen;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA2005;Gewöhnliche Differentialgleichungen;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH0109;Aufbau und Struktur organischer Verbindungen;letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH0583;Aufbau und Struktur organischer Verbindungen (für CIW);letzte Vorlesungswochen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ2711;Dendrologie;7/18/2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0376;BiofluidMechanics;7/18/2016;11:00;12:30;5503.01.350;10:30;11:00;Aufbau u. Vorbereitung;5503.01.350;11:00;12:30;Prüfungstermin;5503.01.350;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG120029;Forschungsmethoden I;7/18/2016;13:30;15:00;0502.01.200;13:00;13:30;Aufbau u. Vorbereitung;0502.01.200;13:30;15:00;Prüfungstermin;0502.01.200;15:00;15:30;Nachbereitung;0509.EG.980;13:00;13:30;Aufbau u. Vorbereitung;0509.EG.980;13:30;15:00;Prüfungstermin;0509.EG.980;15:00;15:30;Nachbereitung;0507.03.750;13:00;13:30;Aufbau u. Vorbereitung;0507.03.750;13:30;15:00;Prüfungstermin;0507.03.750;15:00;15:30;Nachbereitung;0101.01.179;13:00;13:30;Aufbau u. Vorbereitung;0101.01.179;13:30;15:00;Prüfungstermin;0101.01.179;15:00;15:30;Nachbereitung;0101.01.189;13:00;13:30;Aufbau u. Vorbereitung;0101.01.189;13:30;15:00;Prüfungstermin;0101.01.189;15:00;15:30;Nachbereitung;0101.01.190;13:00;13:30;Aufbau u. Vorbereitung;0101.01.190;13:30;15:00;Prüfungstermin;0101.01.190;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW2205-2;Grundlagen CAD und Maschinenzeichnen II;7/18/2016;16:00;18:00;5510.EG.001;15:30;16:00;Aufbau u. Vorbereitung;5510.EG.001;16:00;18:00;Prüfungstermin;5510.EG.001;18:00;18:30;Nachbereitung;5504.01.450;15:30;16:00;Aufbau u. Vorbereitung;5504.01.450;16:00;18:00;Prüfungstermin;5504.01.450;18:00;18:30;Nachbereitung;5505.01.550;15:30;16:00;Aufbau u. Vorbereitung;5505.01.550;16:00;18:00;Prüfungstermin;5505.01.550;18:00;18:30;Nachbereitung;5508.01.801;15:30;16:00;Aufbau u. Vorbereitung;5508.01.801;16:00;18:00;Prüfungstermin;5508.01.801;18:00;18:30;Nachbereitung;5101.EG.501;15:30;16:00;Aufbau u. Vorbereitung;5101.EG.501;16:00;18:00;Prüfungstermin;5101.EG.501;18:00;18:30;Nachbereitung;5620.01.101;15:30;16:00;Aufbau u. Vorbereitung;5620.01.101;16:00;18:00;Prüfungstermin;5620.01.101;18:00;18:30;Nachbereitung;5503.EG.350;15:30;16:00;Aufbau u. Vorbereitung;5503.EG.350;16:00;18:00;Prüfungstermin;5503.EG.350;18:00;18:30;Nachbereitung;5101.EG.502;15:30;16:00;Aufbau u. Vorbereitung;5101.EG.502;16:00;18:00;Prüfungstermin;5101.EG.502;18:00;18:30;Nachbereitung;5503.01.350;15:30;16:00;Aufbau u. Vorbereitung;5503.01.350;16:00;18:00;Prüfungstermin;5503.01.350;18:00;18:30;Nachbereitung;5510.02.001;15:30;16:00;Aufbau u. Vorbereitung;5510.02.001;16:00;18:00;Prüfungstermin;5510.02.001;18:00;18:30;Nachbereitung
WZ0096;Spezielle Pflanzenwissenschaften I;7/18/2016;16:00;18:00;4214.EG.030;15:30;16:00;Aufbau u. Vorbereitung;4214.EG.030;16:00;18:00;Prüfungstermin;4214.EG.030;18:00;18:30;Nachbereitung;4214.EG.020 ;15:30;16:00;Aufbau u. Vorbereitung;4214.EG.020 ;16:00;18:00;Prüfungstermin;4214.EG.020 ;18:00;18:30;Nachbereitung;4214.EG.010;15:30;16:00;Aufbau u. Vorbereitung;4214.EG.010;16:00;18:00;Prüfungstermin;4214.EG.010;18:00;18:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI000023;Volkswirtschaftslehre 2;7/18/2016;10:30;12:30;0502.01.200;10:00;10:30;Aufbau u. Vorbereitung;0502.01.200;10:30;12:30;Prüfungstermin;0502.01.200;12:30;13:00;Nachbereitung;0509.EG.980;10:00;10:30;Aufbau u. Vorbereitung;0509.EG.980;10:30;12:30;Prüfungstermin;0509.EG.980;12:30;13:00;Nachbereitung;0507.03.750;10:00;10:30;Aufbau u. Vorbereitung;0507.03.750;10:30;12:30;Prüfungstermin;0507.03.750;12:30;13:00;Nachbereitung;0101.01.070;10:00;10:30;Aufbau u. Vorbereitung;0101.01.070;10:30;12:30;Prüfungstermin;0101.01.070;12:30;13:00;Nachbereitung;0101.01.190;10:00;10:30;Aufbau u. Vorbereitung;0101.01.190;10:30;12:30;Prüfungstermin;0101.01.190;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ4134;Organische Chemie;7/18/2016;8:00;9:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ4135;Allgemeine und Anorganische Chemie;7/18/2016;8:00;9:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ4220;Chemie (beinhaltet Anorganische Chemie und Organische Chemie);7/18/2016;8:00;11:00;4214.EG.020 ;7:30;8:00;Aufbau u. Vorbereitung;4214.EG.020 ;8:00;11:00;Prüfungstermin;4214.EG.020 ;11:00;11:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5020;Verpackungstechnik Systeme;7/18/2016;10:30;12:30;4214.EG.030;10:00;10:30;Aufbau u. Vorbereitung;4214.EG.030;10:30;12:30;Prüfungstermin;4214.EG.030;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7381;Synthesis of Digital Systems;7/18/2016;13:30;15:00;0506.EG.606;13:00;13:30;Aufbau u. Vorbereitung;0506.EG.606;13:30;15:00;Prüfungstermin;0506.EG.606;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI0560;Physical Electronics;7/18/2016;15:30;16:30;0101.01.070;15:00;15:30;Aufbau u. Vorbereitung;0101.01.070;15:30;16:30;Prüfungstermin;0101.01.070;16:30;17:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW2020-2;Versuchsplanung und Statistik 2;7/18/2016;8:00;9:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI0101;Elektrizität und Magnetismus;7/18/2016;8:00;9:30;0502.01.200;7:30;8:00;Aufbau u. Vorbereitung;0502.01.200;8:00;9:30;Prüfungstermin;0502.01.200;9:30;10:00;Nachbereitung;0509.EG.980;7:30;8:00;Aufbau u. Vorbereitung;0509.EG.980;8:00;9:30;Prüfungstermin;0509.EG.980;9:30;10:00;Nachbereitung;0101.01.190;7:30;8:00;Aufbau u. Vorbereitung;0101.01.190;8:00;9:30;Prüfungstermin;0101.01.190;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1609;Entwicklung von Flugregelungssystemen;7/18/2016;13:30;14:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP502100;Naturwissenschaftliche Grundlagen I;7/18/2016;13:30;15:00;2940.EG.001M;13:00;13:30;Aufbau u. Vorbereitung;2940.EG.001M;13:30;15:00;Prüfungstermin;2940.EG.001M;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG800013;Gesundheitsmanagement;7/18/2016;11:00;13:00;2941.EG.022L;10:30;11:00;Aufbau u. Vorbereitung;2941.EG.022L;11:00;13:00;Prüfungstermin;2941.EG.022L;13:00;13:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BGU65007P2;Computergestützte Modellierung von Produkten und Prozessen (BGU65007T4 - Prüfung Teil 2);7/18/2016;16:00;17:00;5620.01.102;15:30;16:00;Aufbau u. Vorbereitung;5620.01.102;16:00;17:00;Prüfungstermin;5620.01.102;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG110300;Basiskompetenz Kommunikation, Medien und Management;7/18/2016;13:30;15:00;0503.02.300;13:00;13:30;Aufbau u. Vorbereitung;0503.02.300;13:30;15:00;Prüfungstermin;0503.02.300;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
