PRFG-NUMMER;TITEL;TERMIN;BEGINN_ZEIT;ENDE_ZEIT;ORT_CODE_01;ORT_VON_01;ORT_BIS_01;ORT_EREIG_01;ORT_CODE_02;ORT_VON_02;ORT_BIS_02;ORT_EREIG_02;ORT_CODE_03;ORT_VON_03;ORT_BIS_03;ORT_EREIG_03;ORT_CODE_04;ORT_VON_04;ORT_BIS_04;ORT_EREIG_04;ORT_CODE_05;ORT_VON_05;ORT_BIS_05;ORT_EREIG_05;ORT_CODE_06;ORT_VON_06;ORT_BIS_06;ORT_EREIG_06;ORT_CODE_07;ORT_VON_07;ORT_BIS_07;ORT_EREIG_07;ORT_CODE_08;ORT_VON_08;ORT_BIS_08;ORT_EREIG_08;ORT_CODE_09;ORT_VON_09;ORT_BIS_09;ORT_EREIG_09;ORT_CODE_10;ORT_VON_10;ORT_BIS_10;ORT_EREIG_10;ORT_CODE_11;ORT_VON_11;ORT_BIS_11;ORT_EREIG_11;ORT_CODE_12;ORT_VON_12;ORT_BIS_12;ORT_EREIG_12;ORT_CODE_13;ORT_VON_13;ORT_BIS_13;ORT_EREIG_13;ORT_CODE_14;ORT_VON_14;ORT_BIS_14;ORT_EREIG_14;ORT_CODE_15;ORT_VON_15;ORT_BIS_15;ORT_EREIG_15;ORT_CODE_16;ORT_VON_16;ORT_BIS_16;ORT_EREIG_16;ORT_CODE_17;ORT_VON_17;ORT_BIS_17;ORT_EREIG_17;ORT_CODE_18;ORT_VON_18;ORT_BIS_18;ORT_EREIG_18;ORT_CODE_19;ORT_VON_19;ORT_BIS_19;ORT_EREIG_19;ORT_CODE_20;ORT_VON_20;ORT_BIS_20;ORT_EREIG_20;ORT_CODE_21;ORT_VON_21;ORT_BIS_21;ORT_EREIG_21;ORT_CODE_22;ORT_VON_22;ORT_BIS_22;ORT_EREIG_22;ORT_CODE_23;ORT_VON_23;ORT_BIS_23;ORT_EREIG_23;ORT_CODE_24;ORT_VON_24;ORT_BIS_24;ORT_EREIG_24;ORT_CODE_25;ORT_VON_25;ORT_BIS_25;ORT_EREIG_25;ORT_CODE_26;ORT_VON_26;ORT_BIS_26;ORT_EREIG_26;ORT_CODE_27;ORT_VON_27;ORT_BIS_27;ORT_EREIG_27;ORT_CODE_28;ORT_VON_28;ORT_BIS_28;ORT_EREIG_28;ORT_CODE_29;ORT_VON_29;ORT_BIS_29;ORT_EREIG_29;ORT_CODE_30;ORT_VON_30;ORT_BIS_30;ORT_EREIG_30
SP200018;Lehrkompetenz im Trend- und Freizeitsport I - Klausur (benotet);7/21/2016;17:30;18:30;0101.01.190;17:00;17:30;Aufbau u. Vorbereitung;0101.01.190;17:30;18:30;Prüfungstermin;0101.01.190;18:30;19:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI000954;Applied Strategy and Organization: Internationalisierungsstrategien in Unternehmen;7/21/2016;15:30;16:30;0101.01.189;15:00;15:30;Aufbau u. Vorbereitung;0101.01.189;15:30;16:30;Prüfungstermin;0101.01.189;16:30;17:00;Nachbereitung;0101.01.190;15:00;15:30;Aufbau u. Vorbereitung;0101.01.190;15:30;16:30;Prüfungstermin;0101.01.190;16:30;17:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0644;Finite Elemente in der Fluidmechanik;7/21/2016;10:30;12:00;5504.01.450;10:00;10:30;Aufbau u. Vorbereitung;5504.01.450;10:30;12:00;Prüfungstermin;5504.01.450;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0085;Multidisciplinary Design Optimization;7/21/2016;8:00;9:30;5508.01.801;7:30;8:00;Aufbau u. Vorbereitung;5508.01.801;8:00;9:30;Prüfungstermin;5508.01.801;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0884;Grundlagen der Nukleartechnik;7/21/2016;13:30;15:00;5508.01.801;13:00;13:30;Aufbau u. Vorbereitung;5508.01.801;13:30;15:00;Prüfungstermin;5508.01.801;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0951;Komplexitätsmanagement für die industrielle Praxis;7/21/2016;13:30;15:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN8003;Einführung in die Informatik;7/21/2016;16:00;17:00;4214.EG.030;15:30;16:00;Aufbau u. Vorbereitung;4214.EG.030;16:00;17:00;Prüfungstermin;4214.EG.030;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ5326;Pharmazeutische Technologie 2;7/21/2016;16:00;17:00;4214.EG.020 ;15:30;16:00;Aufbau u. Vorbereitung;4214.EG.020 ;16:00;17:00;Prüfungstermin;4214.EG.020 ;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2040;Virtuelle Maschinen;7/21/2016;16:00;17:30;5101.EG.501;15:30;16:00;Aufbau u. Vorbereitung;5101.EG.501;16:00;17:30;Prüfungstermin;5101.EG.501;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IN2196;Sichere mobile Systeme;7/21/2016;13:30;15:00;5602.EG.001;13:00;13:30;Aufbau u. Vorbereitung;5602.EG.001;13:30;15:00;Prüfungstermin;5602.EG.001;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PH1006;Theorie stochastischer Prozesse;7/21/2016;16:00;17:30;5620.01.102;15:30;16:00;Aufbau u. Vorbereitung;5620.01.102;16:00;17:30;Prüfungstermin;5620.01.102;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA3453;Krankenversicherungsmathematik;7/21/2016;15:30;16:30;5620.01.101;15:00;15:30;Aufbau u. Vorbereitung;5620.01.101;15:30;16:30;Prüfungstermin;5620.01.101;16:30;17:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7341;Image and Video Compression;7/21/2016;13:30;15:00;0503.02.300;13:00;13:30;Aufbau u. Vorbereitung;0503.02.300;13:30;15:00;Prüfungstermin;0503.02.300;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI0614;Energiesysteme und Thermische Prozesse;7/21/2016;13:30;15:00;0507.03.750;13:00;13:30;Aufbau u. Vorbereitung;0507.03.750;13:30;15:00;Prüfungstermin;0507.03.750;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7587;Analog Integrated Circuits for Mobile Communication and Power Management;7/21/2016;11:00;12:00;0506.EG.606;10:30;11:00;Aufbau u. Vorbereitung;0506.EG.606;11:00;12:00;Prüfungstermin;0506.EG.606;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ3010-2;Grundlagen der Immunologie;7/21/2016;13:30;15:00;4214.EG.020 ;13:00;13:30;Aufbau u. Vorbereitung;4214.EG.020 ;13:30;15:00;Prüfungstermin;4214.EG.020 ;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH0607;Reaktionstechnik und Katalyse für TUM-BWL;7/21/2016;13:30;15:00;5510.EG.001;13:00;13:30;Aufbau u. Vorbereitung;5510.EG.001;13:30;15:00;Prüfungstermin;5510.EG.001;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA9601;Höhere Mathematik 1 für WZW;7/21/2016;8:00;9:00;4214.EG.030;7:30;8:00;Aufbau u. Vorbereitung;4214.EG.030;8:00;9:00;Prüfungstermin;4214.EG.030;9:00;9:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ1843;Grasland und Futterbau;7/21/2016;15:30;17:30;4214.EG.010;15:00;15:30;Aufbau u. Vorbereitung;4214.EG.010;15:30;17:30;Prüfungstermin;4214.EG.010;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW2142;Biotechnologie für Ingenieure;7/21/2016;11:00;12:30;5620.01.102;10:30;11:00;Aufbau u. Vorbereitung;5620.01.102;11:00;12:30;Prüfungstermin;5620.01.102;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP502120;Biomedizinische Grundlagen IV;7/21/2016;16:00;17:30;2940.EG.001M;15:30;16:00;Aufbau u. Vorbereitung;2940.EG.001M;16:00;17:30;Prüfungstermin;2940.EG.001M;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI000233;Management Accounting;7/21/2016;10:30;12:30;0503.02.300;10:00;10:30;Aufbau u. Vorbereitung;0503.02.300;10:30;12:30;Prüfungstermin;0503.02.300;12:30;13:00;Nachbereitung;0101.01.190;10:00;10:30;Aufbau u. Vorbereitung;0101.01.190;10:30;12:30;Prüfungstermin;0101.01.190;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG7000040;Sportpädagogik und Sportdidaktik: benotete Klausur (DF-GS);7/21/2016;13:30;14:30;2940.EG.001M;13:00;13:30;Aufbau u. Vorbereitung;2940.EG.001M;13:30;14:30;Prüfungstermin;2940.EG.001M;14:30;15:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG110130;Psychologische Kompetenzen;7/21/2016;11:00;13:00;2941.EG.020R;10:30;11:00;Aufbau u. Vorbereitung;2941.EG.020R;11:00;13:00;Prüfungstermin;2941.EG.020R;13:00;13:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1984;Werkstoffe des Maschinenbaus I;7/21/2016;16:00;17:30;5508.01.801;15:30;16:00;Aufbau u. Vorbereitung;5508.01.801;16:00;17:30;Prüfungstermin;5508.01.801;17:30;18:00;Nachbereitung;5510.02.001;15:30;16:00;Aufbau u. Vorbereitung;5510.02.001;16:00;17:30;Prüfungstermin;5510.02.001;17:30;18:00;Nachbereitung;5602.EG.001;15:30;16:00;Aufbau u. Vorbereitung;5602.EG.001;16:00;17:30;Prüfungstermin;5602.EG.001;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG160035;Gesundheitsrisiken und Krankheiten;7/21/2016;11:00;12:30;2907.06.605;10:30;11:00;Aufbau u. Vorbereitung;2907.06.605;11:00;12:30;Prüfungstermin;2907.06.605;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI001111;Wettbewerbstrategien für internationale Unternehmen;7/21/2016;15:30;17:00;0509.EG.980;15:00;15:30;Aufbau u. Vorbereitung;0509.EG.980;15:30;17:00;Prüfungstermin;0509.EG.980;17:00;17:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1905;Einführung in die Medizin- und Kunststofftechnik;7/21/2016;8:00;9:30;5620.01.102;7:30;8:00;Aufbau u. Vorbereitung;5620.01.102;8:00;9:30;Prüfungstermin;5620.01.102;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH0604;Mechanische Verfahrenstechnik I;7/21/2016;13:30;15:00;5101.EG.501;13:00;13:30;Aufbau u. Vorbereitung;5101.EG.501;13:30;15:00;Prüfungstermin;5101.EG.501;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW2130;Software-Ergonomie;7/21/2016;17:30;19:00;5510.01.050;17:00;17:30;Aufbau u. Vorbereitung;5510.01.050;17:30;19:00;Prüfungstermin;5510.01.050;19:00;19:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1091;Werkstoffkunde I (für Lehramt);7/21/2016;16:00;17:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1112;Kernfusion - Reaktortechnik;7/21/2016;15:30;16:30;5502.EG.250;15:00;15:30;Aufbau u. Vorbereitung;5502.EG.250;15:30;16:30;Prüfungstermin;5502.EG.250;16:30;17:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ1455;Spezielle Agrartechnik;7/21/2016;13:30;15:00;4214.EG.030;13:00;13:30;Aufbau u. Vorbereitung;4214.EG.030;13:30;15:00;Prüfungstermin;4214.EG.030;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI000954_1;Applied Strategy and Organization: Leading an International Technology Company;7/21/2016;15:30;16:30;0101.01.070;15:00;15:30;Aufbau u. Vorbereitung;0101.01.070;15:30;16:30;Prüfungstermin;0101.01.070;16:30;17:00;Nachbereitung;0101.01.179;15:00;15:30;Aufbau u. Vorbereitung;0101.01.179;15:30;16:30;Prüfungstermin;0101.01.179;16:30;17:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ3012;Experimentelle Ernährungsforschung;7/21/2016;11:00;14:00;4214.EG.010;10:30;11:00;Aufbau u. Vorbereitung;4214.EG.010;11:00;14:00;Prüfungstermin;4214.EG.010;14:00;14:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA9615;Mathematik;7/21/2016;7:45;9:45;4214.EG.020 ;7:30;7:45;Aufbau u. Vorbereitung;4214.EG.020 ;7:45;9:45;Prüfungstermin;4214.EG.020 ;9:45;10:00;Nachbereitung;4214.EG.010;7:30;7:45;Aufbau u. Vorbereitung;4214.EG.010;7:45;9:45;Prüfungstermin;4214.EG.010;9:45;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA2006;Funktionentheorie;7/21/2016;8:00;9:00;5510.02.001;7:30;8:00;Aufbau u. Vorbereitung;5510.02.001;8:00;9:00;Prüfungstermin;5510.02.001;9:00;9:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CH6111;Angewandte Lebensmittelchemie und instrumentelle Analysetechniken;7/21/2016;10:30;12:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW0168;Fahrerassistenzsysteme im Kraftfahrzeug;7/21/2016;10:30;12:00;5510.EG.001;10:00;10:30;Aufbau u. Vorbereitung;5510.EG.001;10:30;12:00;Prüfungstermin;5510.EG.001;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI7410;Antriebsregelung für Elektrofahrzeuge;7/21/2016;8:00;9:30;0101.01.190;7:30;8:00;Aufbau u. Vorbereitung;0101.01.190;8:00;9:30;Prüfungstermin;0101.01.190;9:30;10:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MW1940-1;Grundlagen der Entwicklung und Produktion;7/22/2016;16:00;17:30;5620.01.102;15:30;16:00;Aufbau u. Vorbereitung;5620.01.102;16:00;17:30;Prüfungstermin;5620.01.102;17:30;18:00;Nachbereitung;5510.EG.001;15:30;16:00;Aufbau u. Vorbereitung;5510.EG.001;16:00;17:30;Prüfungstermin;5510.EG.001;17:30;18:00;Nachbereitung;5508.01.801;15:30;16:00;Aufbau u. Vorbereitung;5508.01.801;16:00;17:30;Prüfungstermin;5508.01.801;17:30;18:00;Nachbereitung;0502.01.200;15:30;16:00;Aufbau u. Vorbereitung;0502.01.200;16:00;17:30;Prüfungstermin;0502.01.200;17:30;18:00;Nachbereitung;5510.02.001;15:30;16:00;Aufbau u. Vorbereitung;5510.02.001;16:00;17:30;Prüfungstermin;5510.02.001;17:30;18:00;Nachbereitung;5602.EG.001;15:30;16:00;Aufbau u. Vorbereitung;5602.EG.001;16:00;17:30;Prüfungstermin;5602.EG.001;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI0555;Internetkommunikation;7/22/2016;13:30;14:45;0101.01.080;13:00;13:30;Aufbau u. Vorbereitung;0101.01.080;13:30;14:45;Prüfungstermin;0101.01.080;14:45;15:15;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SG110330;Vertiefungsmodul Gesundheitsförderung;7/22/2016;16:00;18:00;2940.EG.001M;15:30;16:00;Aufbau u. Vorbereitung;2940.EG.001M;16:00;18:00;Prüfungstermin;2940.EG.001M;18:00;18:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI5183;Control Theory;7/22/2016;13:30;15:00;0502.01.200;13:00;13:30;Aufbau u. Vorbereitung;0502.01.200;13:30;15:00;Prüfungstermin;0502.01.200;15:00;15:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ED0085;Philosophie der Ingenieurwissenschaften;7/22/2016;10:30;11:30;5508.01.801;10:00;10:30;Aufbau u. Vorbereitung;5508.01.801;10:30;11:30;Prüfungstermin;5508.01.801;11:30;12:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI0307;Regelungssysteme;7/22/2016;10:30;12:00;0509.EG.980;10:00;10:30;Aufbau u. Vorbereitung;0509.EG.980;10:30;12:00;Prüfungstermin;0509.EG.980;12:00;12:30;Nachbereitung;0101.01.189;10:00;10:30;Aufbau u. Vorbereitung;0101.01.189;10:30;12:00;Prüfungstermin;0101.01.189;12:00;12:30;Nachbereitung;0101.01.190;10:00;10:30;Aufbau u. Vorbereitung;0101.01.190;10:30;12:00;Prüfungstermin;0101.01.190;12:00;12:30;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA9602;Mathematik 2: Einführung in die Statistik;7/22/2016;15:30;16:30;194;15:00;15:30;Aufbau u. Vorbereitung;194;15:30;16:30;Prüfungstermin;194;16:30;17:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI5397;Regelungs- und Steuerungstechnik;7/22/2016;13:30;15:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MA9712;Statistik für BWL;7/22/2016;11:00;12:30;0506.EG.602;10:30;11:00;Aufbau u. Vorbereitung;0506.EG.602;11:00;12:30;Prüfungstermin;0506.EG.602;12:30;13:00;Nachbereitung;0506.EG.606;10:30;11:00;Aufbau u. Vorbereitung;0506.EG.606;11:00;12:30;Prüfungstermin;0506.EG.606;12:30;13:00;Nachbereitung;0502.01.200;10:30;11:00;Aufbau u. Vorbereitung;0502.01.200;11:00;12:30;Prüfungstermin;0502.01.200;12:30;13:00;Nachbereitung;5510.02.001;10:30;11:00;Aufbau u. Vorbereitung;5510.02.001;11:00;12:30;Prüfungstermin;5510.02.001;12:30;13:00;Nachbereitung;5602.EG.001;10:30;11:00;Aufbau u. Vorbereitung;5602.EG.001;11:00;12:30;Prüfungstermin;5602.EG.001;12:30;13:00;Nachbereitung;0101.01.095;10:30;11:00;Aufbau u. Vorbereitung;0101.01.095;11:00;12:30;Prüfungstermin;0101.01.095;12:30;13:00;Nachbereitung;5401.01.101K;10:30;11:00;Aufbau u. Vorbereitung;5401.01.101K;11:00;12:30;Prüfungstermin;5401.01.101K;12:30;13:00;Nachbereitung;0101.01.179;10:30;11:00;Aufbau u. Vorbereitung;0101.01.179;11:00;12:30;Prüfungstermin;0101.01.179;12:30;13:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;
EI0104;Computertechnik;7/22/2016;8:00;9:15;0502.01.200;7:30;8:00;Aufbau u. Vorbereitung;0502.01.200;8:00;9:15;Prüfungstermin;0502.01.200;9:15;9:45;Nachbereitung;0509.EG.980;7:30;8:00;Aufbau u. Vorbereitung;0509.EG.980;8:00;9:15;Prüfungstermin;0509.EG.980;9:15;9:45;Nachbereitung;0101.01.189;7:30;8:00;Aufbau u. Vorbereitung;0101.01.189;8:00;9:15;Prüfungstermin;0101.01.189;9:15;9:45;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EI5075;Optical Communication Systems;7/22/2016;16:00;17:30;0101.01.070;15:30;16:00;Aufbau u. Vorbereitung;0101.01.070;16:00;17:30;Prüfungstermin;0101.01.070;17:30;18:00;Nachbereitung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
